date,symbol,open,close,low,high,volume
17/09/2018,ETHUSD,220.37,224.88,192.21,196.5,11364136.35
18/09/2018,ETHUSD,196.5,214.38,193.27,208.35,10270720.74
19/09/2018,ETHUSD,208.35,214.5,197.24,209.71,6863521.1
20/09/2018,ETHUSD,209.71,230.78,206.65,224.8,6072153.94
21/09/2018,ETHUSD,224.8,253.46,221.12,248.02,17570704.59
22/09/2018,ETHUSD,248.02,255.22,232.73,240.17,3453488.45
23/09/2018,ETHUSD,240.17,248.99,236.82,244.15,6816523.87
24/09/2018,ETHUSD,244.15,246.36,225.04,228,5284536.87
25/09/2018,ETHUSD,228,228,203.2,219.11,8282223.67
26/09/2018,ETHUSD,219.11,222.49,207.35,213.96,5799432.97
27/09/2018,ETHUSD,213.96,234.11,210,228.71,11129206.73
28/09/2018,ETHUSD,228.71,233.27,213.74,221.48,6358812.94
29/09/2018,ETHUSD,221.48,235.71,213.01,231.57,2157221.02
30/09/2018,ETHUSD,231.57,238.42,225.95,232.21,1630787.59
01/10/2018,ETHUSD,232.21,234.87,224.01,230.24,4267832.52
02/10/2018,ETHUSD,230.24,230.8,221.86,224.81,4778957.54
03/10/2018,ETHUSD,224.81,225.84,214.41,219.2,6290808.37
04/10/2018,ETHUSD,219.2,225,218.26,221,4000720.33
05/10/2018,ETHUSD,221,230.11,218.86,226.13,3288840.16
06/10/2018,ETHUSD,226.13,227.22,221.56,224.44,821322.11
07/10/2018,ETHUSD,224.44,225.91,220.35,224.92,873273.88
08/10/2018,ETHUSD,224.92,230.54,222.65,227.75,4384020.25
09/10/2018,ETHUSD,227.75,229.36,224.96,226.51,4253385.73
10/10/2018,ETHUSD,226.51,230,221.6,224,5539258
11/10/2018,ETHUSD,224,224,185.29,188.39,13354576.39
12/10/2018,ETHUSD,188.39,197.84,186.76,194.12,7593169.53
13/10/2018,ETHUSD,194.12,198.5,193.66,197,1043124.69
14/10/2018,ETHUSD,197,201.1,189.19,191.55,1866147.92
15/10/2018,ETHUSD,191.55,221.57,190,204.26,16762958.3
16/10/2018,ETHUSD,204.26,204.26,203.53,203.53,16762958.3
17/10/2018,ETHUSD,205.64,206.5,201.35,203.27,2165185.45
18/10/2018,ETHUSD,203.27,205.32,196.97,199.15,4852698.03
19/10/2018,ETHUSD,199.15,201.53,197.46,200.69,2632431.79
20/10/2018,ETHUSD,200.69,204.55,200.5,202.69,2556211.47
21/10/2018,ETHUSD,202.69,205.89,201.49,202.05,1045769.98
22/10/2018,ETHUSD,202.05,203.1,199.7,201.02,3428001.63
23/10/2018,ETHUSD,201.02,202.04,197.71,201.14,2189213.26
24/10/2018,ETHUSD,201.14,203.14,200.25,200.71,2774062.53
25/10/2018,ETHUSD,200.71,200.94,195,199.64,4942964.12
26/10/2018,ETHUSD,199.64,204,198.52,200.66,2814459.42
27/10/2018,ETHUSD,200.66,201.58,200.25,201.44,786821.24
28/10/2018,ETHUSD,201.44,203.08,201.02,202.46,1086373.87
29/10/2018,ETHUSD,202.46,202.67,190.52,194.25,4956877.34
30/10/2018,ETHUSD,194.25,196.28,192.56,195.36,2348284.35
31/10/2018,ETHUSD,195.36,198.99,192,196.95,4196826.88
01/11/2018,ETHUSD,196.95,198.24,195.56,197.75,2039661.93
02/11/2018,ETHUSD,197.75,202.21,197.65,199.65,2811694.59
03/11/2018,ETHUSD,199.65,199.94,198.01,198.39,846309.83
04/11/2018,ETHUSD,198.39,217.55,198.01,210.1,3443190.17
05/11/2018,ETHUSD,210.1,211.27,205.63,208.55,3501347.01
06/11/2018,ETHUSD,208.55,218.88,207.09,218.54,6597926.03
07/11/2018,ETHUSD,218.54,222.78,215.27,216.51,4440433.98
08/11/2018,ETHUSD,216.51,217.98,209.76,209.99,5459289.99
09/11/2018,ETHUSD,209.99,212.07,206.45,208.2,1881637.72
10/11/2018,ETHUSD,208.2,212.58,207.85,210.47,519370.45
11/11/2018,ETHUSD,210.47,210.99,206,209.88,1424993.55
12/11/2018,ETHUSD,209.88,211.93,207.1,208.74,1665260.95
13/11/2018,ETHUSD,208.74,208.74,203,203.31,2313295.92
14/11/2018,ETHUSD,203.31,204.85,165,178.26,17043825.67
15/11/2018,ETHUSD,178.26,181.09,165.35,178.64,7067765.57
16/11/2018,ETHUSD,178.64,179.86,169,172.74,7010066.78
17/11/2018,ETHUSD,172.58,174.99,170.58,172.49,1929612.23
18/11/2018,ETHUSD,172.49,179.55,171.76,175.62,2168041.55
19/11/2018,ETHUSD,175.62,175.79,142.38,145.42,14171386.64
20/11/2018,ETHUSD,145.42,149.67,120.38,127.49,25156651.91
21/11/2018,ETHUSD,127.49,137.27,122.5,134.61,12352164.75
22/11/2018,ETHUSD,134.61,136.99,122.5,123.17,4973516.4
23/11/2018,ETHUSD,123.17,125.12,115.2,121.32,8458068.27
24/11/2018,ETHUSD,121.32,125.96,106.61,110.66,5549720.48
25/11/2018,ETHUSD,110.66,118.81,98.2,114.5,12560155.97
26/11/2018,ETHUSD,114.5,116.85,102.73,106.82,9661091.66
27/11/2018,ETHUSD,106.82,111.23,99.26,108.71,7377161.54
28/11/2018,ETHUSD,108.71,126,108.71,121.77,8155122.68
29/11/2018,ETHUSD,121.77,123.03,113.15,116.41,5597345
30/11/2018,ETHUSD,116.41,119.46,109.5,112.05,4484623.11
01/12/2018,ETHUSD,111.97,121.12,110,116.75,2280123.42
02/12/2018,ETHUSD,116.75,119.38,113,114.79,2544995.36
03/12/2018,ETHUSD,114.79,115.1,104.86,107.13,2957350.44
04/12/2018,ETHUSD,107.13,112.05,104.77,108.62,2704242.13
05/12/2018,ETHUSD,108.62,109.12,100.43,100.59,3618586.04
06/12/2018,ETHUSD,100.59,105,89.05,89.05,14984295.41
07/12/2018,ETHUSD,89.05,96.51,81.5,92.57,10987426.24
08/12/2018,ETHUSD,92.57,94.18,84.05,90.08,3504567.85
09/12/2018,ETHUSD,90.08,98.29,88.23,92.47,1584602.51
10/12/2018,ETHUSD,92.47,94.87,87.5,89.36,2517292.81
11/12/2018,ETHUSD,89.36,90.95,85,87.26,2011237.88
12/12/2018,ETHUSD,87.02,91,86.03,89.07,2807223.51
13/12/2018,ETHUSD,89.07,90.23,83.77,84.98,3799171.37
14/12/2018,ETHUSD,84.98,85.92,80.98,83,2864900.45
15/12/2018,ETHUSD,83,84.98,80.83,82.93,1738394.45
16/12/2018,ETHUSD,82.93,86.62,82.93,83.72,1462886.75
17/12/2018,ETHUSD,83.72,97.24,83.65,93.88,5248065.92
18/12/2018,ETHUSD,93.88,101.48,91.5,100.91,3821591.21
19/12/2018,ETHUSD,100.91,109.21,98,99.38,9371362.93
20/12/2018,ETHUSD,99.38,118,98.62,114.8,11319131.7
21/12/2018,ETHUSD,114.8,119.2,105.02,107.7,8676301.27
22/12/2018,ETHUSD,107.7,120,105.72,115.89,2392034.82
23/12/2018,ETHUSD,115.89,133,115.89,129.54,5297541
24/12/2018,ETHUSD,129.54,159.26,129.54,139.02,11970142.85
25/12/2018,ETHUSD,139.02,139.8,122,129,6404675.4
26/12/2018,ETHUSD,129,136.42,123.6,130.31,3236871.32
27/12/2018,ETHUSD,130.31,131.79,112.01,114.37,9378964.73
28/12/2018,ETHUSD,114.37,138.44,113.27,137.26,5573926.18
29/12/2018,ETHUSD,137.26,147,131.74,134.19,3073759.28
30/12/2018,ETHUSD,134.19,139.96,128.84,138.87,2007891.31
31/12/2018,ETHUSD,138.87,138.99,128.24,130.8,4966387.72
01/01/2019,ETHUSD,130.8,140.92,128.72,139.48,3056806.52
02/01/2019,ETHUSD,139.48,156.83,138.78,153.57,7556046.75
03/01/2019,ETHUSD,153.57,154.39,144.48,147.07,3114243.17
04/01/2019,ETHUSD,147.07,155.46,145.11,153.56,5194087.23
05/01/2019,ETHUSD,153.56,160.7,152.02,153.93,3759270.56
06/01/2019,ETHUSD,153.93,159.5,148.3,155.83,7482491.33
07/01/2019,ETHUSD,155.83,157.07,148.45,150.27,4589595.95
08/01/2019,ETHUSD,150.27,153.01,146.52,148.83,3850561
09/01/2019,ETHUSD,148.83,153.12,148.15,149.42,3225311.14
10/01/2019,ETHUSD,149.42,150.84,122.24,126.43,7496323.86
11/01/2019,ETHUSD,126.43,128.82,121.66,125.77,2015668.8
12/01/2019,ETHUSD,125.77,127.31,123.35,124.46,676645.86
13/01/2019,ETHUSD,124.46,125.32,113.4,115.35,2337070.41
14/01/2019,ETHUSD,115.35,131.47,115.35,128.39,5109204.1
15/01/2019,ETHUSD,128.39,130.63,117.03,120,4698503.54
16/01/2019,ETHUSD,120,127.51,119.38,122.01,3728678.73
17/01/2019,ETHUSD,122.01,123.8,117.2,122.43,2555257.68
18/01/2019,ETHUSD,122.43,122.63,118.2,119.51,1305284.48
19/01/2019,ETHUSD,121.03,126.37,119.35,123.6,1708704.8
20/01/2019,ETHUSD,123.6,123.62,115.81,117.4,1453216.27
21/01/2019,ETHUSD,117.4,118.16,113.61,116.01,1094767.74
22/01/2019,ETHUSD,116.01,119.59,111.06,118.03,2373002.9
23/01/2019,ETHUSD,118.03,118.94,115.05,116.45,1725130.62
24/01/2019,ETHUSD,116.45,117.05,113.8,116.3,2262297.32
25/01/2019,ETHUSD,116.3,117.06,114.25,114.98,2204291.96
26/01/2019,ETHUSD,114.98,117.4,110,115.01,766817.04
27/01/2019,ETHUSD,115.01,115.22,110.57,111,3862809.18
28/01/2019,ETHUSD,111,112.1,100.82,105.35,6088646.92
29/01/2019,ETHUSD,105.35,105.91,101,104.01,7141255.71
30/01/2019,ETHUSD,104.01,109.44,103,107.61,2430703.76
31/01/2019,ETHUSD,107.61,110.03,104.74,105.7,2111230.41
01/02/2019,ETHUSD,105.7,107.44,103.01,106.01,1387258.18
02/02/2019,ETHUSD,106.01,110,105.27,109.18,926739.73
03/02/2019,ETHUSD,109.18,109.77,104.7,106.01,667881.7
04/02/2019,ETHUSD,106.01,107.85,105.5,106.09,940946.06
05/02/2019,ETHUSD,106.09,106.66,105.2,106.01,1005705.44
06/02/2019,ETHUSD,106.01,106.4,100,103.44,3102428.94
07/02/2019,ETHUSD,103.44,104.74,102.73,103.13,693569.12
08/02/2019,ETHUSD,103.13,121.93,101,118.27,6968384.48
09/02/2019,ETHUSD,118.27,119.69,116.35,118.07,877637.32
10/02/2019,ETHUSD,118.07,125.02,115,123.88,1809885.25
