"TANH_EST",""
"actual","predict","actualNor","predictNor"
"-95709.0102305305","3426.679931640625","0.5132381916046143","0.4988401532173157"
"-280.93490857725055","3486.0","0.49875563383102417","0.4989129602909088"
"16987.368496534116","3439.52001953125","0.506080687046051","0.49885591864585876"
"14577.129002555836","3295.5","0.5141157507896423","0.49867913126945496"
"20302.471525651665","3241.0","0.5195881724357605","0.49861225485801697"
"22178.16563497289","3263.050048828125","0.5211261510848999","0.498639315366745"
"23118.52373950253","3584.989990234375","0.5220723152160645","0.49903446435928345"
"23751.659377445583","3681.10009765625","0.5227037072181702","0.49915245175361633"
"24167.914347381753","3922.60009765625","0.5231192708015442","0.49944886565208435"
"24445.08544844518","4200.0","0.523398756980896","0.49978935718536377"
"24637.79552088668","4163.66015625","0.5235975384712219","0.4997447431087494"
"24782.140841974673","4005.0","0.5237504243850708","0.4995500147342682"
"24897.520255007443","4053.0400390625","0.5238745212554932","0.49960896372795105"
"24994.230821240006","4238.330078125","0.5239790678024292","0.49983641505241394"
"25074.821394768656","4046.239990234375","0.5240652561187744","0.4996006190776825"
"25138.77289808488","3863.820068359375","0.5241320729255676","0.49937671422958374"
"25185.618101694286","3842.27001953125","0.5241791009902954","0.49935027956962585"
"25216.605339391346","3965.22998046875","0.5242096781730652","0.49950119853019714"
"25235.842275974846","3937.2099609375","0.5242280960083008","0.49946680665016174"
"25246.65651782819","3864.929931640625","0.524238109588623","0.4993780851364136"
"25252.011637607568","3837.909912109375","0.5242428779602051","0.49934491515159607"
"25253.987311259796","3840.85009765625","0.5242443084716797","0.499348521232605"
"25254.663199415725","3911.989990234375","0.5242451429367065","0.4994358420372009"
"25254.923156371795","3894.169921875","0.5242452621459961","0.49941396713256836"
"25255.235104699284","3850.300048828125","0.52424556016922","0.4993601143360138"
"25255.443070238955","3859.5","0.5242456793785095","0.49937140941619873"
"25255.079130538237","4079.0400390625","0.5242453217506409","0.49964088201522827"
"25254.715190808143","4069.9599609375","0.5242447853088379","0.4996297359466553"
"25254.611208022718","4112.1201171875","0.524244487285614","0.4996815025806427"
"25254.03930266","4044.820068359375","0.5242437124252319","0.499598890542984"
"25253.155448774913","4034.610107421875","0.5242425799369812","0.4995863437652588"
"25252.53155181052","3695.0","0.5242419242858887","0.4991694986820221"
"25252.271594716538","3650.0","0.5242419838905334","0.4991142749786377"
"25252.427568974726","3644.5400390625","0.5242424607276917","0.49910756945610046"
"25253.363414410524","3713.159912109375","0.5242438316345215","0.4991917908191681"
"25254.767182199954","3682.590087890625","0.5242456197738647","0.499154269695282"
"25256.170949552234","3663.580078125","0.5242470502853394","0.4991309344768524"
"25257.26276830176","3657.7900390625","0.5242478847503662","0.49912384152412415"
"25257.574716467338","3643.68994140625","0.5242483615875244","0.4991065263748169"
"25257.834673255486","3760.0","0.5242485404014587","0.49924927949905396"
"25258.04263867521","3702.090087890625","0.524248480796814","0.4991782009601593"
"25258.19861273371","3568.780029296875","0.5242489576339722","0.49901458621025085"
"25258.354586786812","3611.6298828125","0.5242490768432617","0.49906715750694275"
"25258.302595436377","3611.570068359375","0.5242490172386169","0.499067097902298"
"25258.51056083451","3596.64990234375","0.524249255657196","0.49904876947402954"
"25258.718526223052","3578.0","0.5242494344711304","0.4990258812904358"
"25259.03047428787","3659.3798828125","0.5242496728897095","0.49912577867507935"
"25258.822508913723","3563.5400390625","0.5242495536804199","0.4990081489086151"
"25258.926491601993","3535.179931640625","0.5242497324943542","0.4989733397960663"
"25258.97848294523","3437.929931640625","0.5242497324943542","0.4988539516925812"
"25259.18644831218","3459.5","0.524249792098999","0.49888044595718384"
"25259.34242233109","3472.0","0.5242502689361572","0.4988957941532135"
"25259.7583530218","3458.179931640625","0.5242508053779602","0.4988788068294525"
"25260.330257658847","3484.989990234375","0.5242513418197632","0.4989117383956909"
"25260.53822296342","3471.419921875","0.5242517590522766","0.4988950788974762"
"25260.590214288062","3435.0","0.5242516994476318","0.49885037541389465"
"25260.694196935543","3430.0","0.5242515206336975","0.4988442361354828"
"25260.53822296342","3445.219970703125","0.5242515206336975","0.4988629221916199"
"25260.6422056121","3380.0","0.5242516398429871","0.4987828731536865"
"25260.90216222332","3711.260009765625","0.5242519378662109","0.49918946623802185"
"25260.90216222332","3638.93994140625","0.5242519378662109","0.4991006851196289"
"25261.16211881954","3655.0400390625","0.5242521166801453","0.49912044405937195"
"25261.006144863604","3649.989990234375","0.5242516994476318","0.4991142451763153"
"25259.96631835276","3618.56005859375","0.5242505669593811","0.49907568097114563"
"25259.18644831218","3627.7900390625","0.5242497324943542","0.49908700585365295"
"25258.61454352998","3657.0","0.5242490768432617","0.49912285804748535"
"25258.354586786812","3615.7900390625","0.5242489576339722","0.49907228350639343"
"25258.354586786812","3606.919921875","0.5242489576339722","0.49906137585639954"
"25258.56255218255","3675.8701171875","0.5242491960525513","0.4991460144519806"
"25258.406578136644","3912.510009765625","0.5242489576339722","0.49943649768829346"
"25258.19861273371","3971.4599609375","0.5242488980293274","0.4995088279247284"
"25257.93865596655","3966.669921875","0.5242485404014587","0.499502956867218"
"25257.522725107905","3987.0","0.5242477655410767","0.4995279014110565"
"25256.534889164792","3954.989990234375","0.5242463946342468","0.49948862195014954"
"25255.235104699284","4153.009765625","0.5242451429367065","0.4997316896915436"
"25254.14328545862","4186.990234375","0.5242441296577454","0.49977338314056396"
"25253.987311259796","3859.169921875","0.5242438316345215","0.4993710219860077"
"25253.77934565296","3828.1201171875","0.5242434740066528","0.49933290481567383"
"25253.155448774913","3820.280029296875","0.5242429971694946","0.4993232786655426"
"25253.363414410524","3912.159912109375","0.5242432951927185","0.49943605065345764"
"25253.77934565296","3843.780029296875","0.5242441296577454","0.4993521273136139"
"25254.351251048658","3818.31005859375","0.5242448449134827","0.4993208646774292"
"25254.871164981778","3818.52001953125","0.5242448449134827","0.4993211030960083"
"25254.819173591168","3805.4599609375","0.5242449641227722","0.4993050992488861"
"25254.975147761208","3876.590087890625","0.5242452025413513","0.49939239025115967"
"25255.183113312873","3893.2900390625","0.5242453813552856","0.4994128942489624"
"25255.2870960851","3889.719970703125","0.5242456197738647","0.4994085133075714"
"25255.443070238955","3910.0","0.5242456793785095","0.49943339824676514"
"25255.391078854936","3947.8798828125","0.5242452621459961","0.49947988986968994"
"25255.079130538237","3918.35009765625","0.524245023727417","0.4994436502456665"
"25254.663199415725","3910.4599609375","0.5242446660995483","0.4994339644908905"
"25254.351251048658","3876.219970703125","0.5242446660995483","0.49939194321632385"
"25254.299259652045","3869.989990234375","0.5242442488670349","0.4993842840194702"
"25254.14328545862","3900.0","0.5242440700531006","0.4994211196899414"
"25254.14328545862","3907.110107421875","0.5242441892623901","0.499429851770401"
"25254.14328545862","4037.02001953125","0.5242442488670349","0.49958932399749756"
"25254.14328545862","3992.419921875","0.5242443084716797","0.49953457713127136"
"25254.03930266","4015.85009765625","0.5242441296577454","0.4995633363723755"
"25253.935319858985","4012.68994140625","0.5242437124252319","0.4995594620704651"
"25253.259431593917","4048.85009765625","0.524243175983429","0.49960383772850037"
"25252.89549171691","4059.3701171875","0.5242427587509155","0.49961674213409424"
"25252.68752605971","3999.72998046875","0.5242424011230469","0.49954354763031006"
"25252.68752605971","4000.5","0.5242423415184021","0.4995444715023041"
"25252.53155181052","3982.449951171875","0.5242421627044678","0.49952232837677"
"25252.323586136532","4034.1298828125","0.524242103099823","0.4995857775211334"
"25252.37557755593","3921.72998046875","0.5242422819137573","0.4994477927684784"
"25252.427568974726","4034.0","0.5242422819137573","0.4995855987071991"
"25252.53155181052","4027.35009765625","0.5242425203323364","0.49957743287086487"
"25252.583543227516","4098.0400390625","0.5242425799369812","0.49966421723365784"
