"minuteTANH_EST",""
"actual","predict","actualNor","predictNor"
"10612.213203357962","10908.01953125","0.5031949281692505","0.5005111694335938"
"10391.192466927427","10908.01953125","0.49981969594955444","0.5005111694335938"
"10497.676172219142","10905.26953125","0.5013982653617859","0.5005099177360535"
"10531.10720819065","10903.0302734375","0.501932680606842","0.5005089044570923"
"10545.826482789349","10903.0302734375","0.5021365284919739","0.5005089044570923"
"10550.212635262436","10903.009765625","0.5021947026252747","0.5005089044570923"
"10551.53055282686","10895.98046875","0.5022132992744446","0.5005056858062744"
"10552.022180344773","10895.98046875","0.5022205114364624","0.5005056858062744"
"10552.229493127672","10894.740234375","0.5022239089012146","0.5005050897598267"
"10552.336111124318","10894.740234375","0.5022257566452026","0.5005050897598267"
"10552.398304953815","10894.7197265625","0.502226710319519","0.5005050897598267"
"10552.436805895188","10892.6201171875","0.5022273659706116","0.5005041360855103"
"10552.478268446843","10888.08984375","0.5022280812263489","0.5005020499229431"
"10552.496038111649","10888.08984375","0.5022284388542175","0.5005020499229431"
"10552.498999722438","10902.41015625","0.5022286176681519","0.5005086064338684"
"10552.50788455479","10905.6796875","0.5022286176681519","0.5005100965499878"
"10552.50492294401","10905.6796875","0.5022286176681519","0.5005100965499878"
"10552.501961333226","10900.9404296875","0.5022286176681519","0.5005079507827759"
"10552.498999722438","10900.9404296875","0.5022284388542175","0.5005079507827759"
"10552.498999722438","10900.91015625","0.5022282600402832","0.5005079507827759"
"10552.498999722438","10900.900390625","0.502228319644928","0.5005079507827759"
"10552.484191668458","10900.900390625","0.5022282004356384","0.5005079507827759"
"10552.481230057652","10899.4404296875","0.5022281408309937","0.5005072355270386"
"10552.478268446843","10900.3701171875","0.5022280812263489","0.500507652759552"
"10552.481230057652","10900.3701171875","0.5022280216217041","0.500507652759552"
"10552.472345225215","10900.3701171875","0.5022280812263489","0.500507652759552"
"10552.472345225215","10893.9599609375","0.5022279024124146","0.500504732131958"
"10552.469383614398","10893.9501953125","0.5022277235984802","0.500504732131958"
"10552.469383614398","10893.9501953125","0.5022279024124146","0.500504732131958"
"10552.460498781924","10893.9599609375","0.502227783203125","0.500504732131958"
"10552.472345225215","10900.0","0.5022279024124146","0.5005075335502625"
"10552.463460392752","10900.0","0.502227783203125","0.5005075335502625"
"10552.463460392752","10900.0","0.5022277235984802","0.5005075335502625"
"10552.457537171093","10900.0","0.5022277235984802","0.5005075335502625"
"10552.457537171093","10900.900390625","0.5022277235984802","0.5005079507827759"
"10552.463460392752","10928.6103515625","0.502227783203125","0.5005205869674683"
"10552.466422003576","10927.1904296875","0.502227783203125","0.5005199313163757"
"10552.463460392752","10927.169921875","0.5022277235984802","0.5005199313163757"
"10552.460498781924","10927.169921875","0.502227783203125","0.5005199313163757"
"10552.457537171093","10927.169921875","0.502227783203125","0.5005199313163757"
"10552.463460392752","10928.5","0.5022276639938354","0.5005205273628235"
"10552.463460392752","10928.5","0.502227783203125","0.5005205273628235"
"10552.460498781924","10928.5","0.502227783203125","0.5005205273628235"
"10552.457537171093","10928.5","0.5022276639938354","0.5005205273628235"
"10552.457537171093","10926.01953125","0.5022277235984802","0.5005193948745728"
"10552.457537171093","10923.330078125","0.502227783203125","0.5005181431770325"
"10552.457537171093","10923.330078125","0.5022276639938354","0.5005181431770325"
"10552.460498781924","10925.91015625","0.5022276639938354","0.500519335269928"
"10552.460498781924","10925.91015625","0.5022277235984802","0.500519335269928"
"10552.457537171093","10919.91015625","0.5022276639938354","0.5005165934562683"
"10552.457537171093","10924.4404296875","0.5022276639938354","0.5005186796188354"
"10552.454575560258","10919.990234375","0.5022276639938354","0.5005166530609131"
"10552.454575560258","10919.990234375","0.5022276043891907","0.5005166530609131"
"10552.454575560258","10919.990234375","0.5022276639938354","0.5005166530609131"
"10552.460498781924","10919.990234375","0.5022276639938354","0.5005166530609131"
"10552.460498781924","10906.349609375","0.5022276639938354","0.5005103945732117"
"10552.454575560258","10899.3095703125","0.5022276639938354","0.5005071759223938"
"10552.457537171093","10890.58984375","0.5022276639938354","0.5005032420158386"
"10552.460498781924","10890.599609375","0.502227783203125","0.5005032420158386"
"10552.460498781924","10894.4296875","0.5022276639938354","0.5005049705505371"
"10552.463460392752","10894.4404296875","0.502227783203125","0.5005049705505371"
"10552.454575560258","10894.4404296875","0.502227783203125","0.5005049705505371"
"10552.457537171093","10894.4404296875","0.502227783203125","0.5005049705505371"
"10552.457537171093","10891.7900390625","0.5022276043891907","0.5005037784576416"
"10552.463460392752","10890.490234375","0.5022276639938354","0.5005031824111938"
"10552.457537171093","10890.3701171875","0.5022276043891907","0.5005031228065491"
"10552.457537171093","10890.3701171875","0.5022276639938354","0.5005031228065491"
"10552.457537171093","10887.66015625","0.5022276639938354","0.5005018711090088"
"10552.460498781924","10876.3203125","0.5022276639938354","0.5004966855049133"
"10552.463460392752","10869.6103515625","0.5022277235984802","0.5004936456680298"
"10552.463460392752","10869.599609375","0.5022277235984802","0.5004936456680298"
"10552.460498781924","10870.75","0.502227783203125","0.5004941821098328"
"10552.460498781924","10878.01953125","0.5022278428077698","0.5004974603652954"
"10552.457537171093","10878.01953125","0.5022277235984802","0.5004974603652954"
"10552.463460392752","10878.01953125","0.5022277235984802","0.5004974603652954"
"10552.463460392752","10868.83984375","0.502227783203125","0.5004932880401611"
"10552.463460392752","10866.3896484375","0.5022277235984802","0.5004921555519104"
"10552.463460392752","10861.1796875","0.502227783203125","0.5004897713661194"
"10552.466422003576","10861.1796875","0.5022277235984802","0.5004897713661194"
"10552.460498781924","10861.1796875","0.502227783203125","0.5004897713661194"
"10552.466422003576","10861.1796875","0.502227783203125","0.5004897713661194"
"10552.463460392752","10868.849609375","0.502227783203125","0.5004932880401611"
"10552.466422003576","10868.849609375","0.502227783203125","0.5004932880401611"
"10552.466422003576","10887.66015625","0.502227783203125","0.5005018711090088"
"10552.463460392752","10887.66015625","0.502227783203125","0.5005018711090088"
"10552.463460392752","10882.419921875","0.5022277235984802","0.5004994869232178"
"10552.460498781924","10892.330078125","0.5022276639938354","0.5005040168762207"
"10552.463460392752","10892.330078125","0.5022277235984802","0.5005040168762207"
"10552.457537171093","10885.9599609375","0.5022276639938354","0.5005010962486267"
"10552.460498781924","10885.9404296875","0.5022276639938354","0.5005010962486267"
"10552.457537171093","10884.009765625","0.5022276639938354","0.5005002021789551"
"10552.454575560258","10884.009765625","0.5022276639938354","0.5005002021789551"
"10552.457537171093","10884.009765625","0.5022276639938354","0.5005002021789551"
"10552.457537171093","10884.009765625","0.5022277235984802","0.5005002021789551"
"10552.457537171093","10883.1201171875","0.5022276639938354","0.5004997849464417"
"10552.460498781924","10882.4296875","0.5022276043891907","0.5004994869232178"
"10552.460498781924","10882.4296875","0.5022277235984802","0.5004994869232178"
"10552.460498781924","10882.4296875","0.5022276639938354","0.5004994869232178"
"10552.457537171093","10882.4296875","0.5022277235984802","0.5004994869232178"
"10552.457537171093","10882.4296875","0.5022277235984802","0.5004994869232178"
"10552.457537171093","10882.4296875","0.502227783203125","0.5004994869232178"
